country,age_range,self_defined_ethnicity,gender,officer_defined_ethnicity,object_of_search,location
london,25-34,Other ethnic group - Not stated,Male,Other,Controlled drugs,"{'latitude': '51.492970', 'street': {'id': 953399, 'name': 'On or near Vincent Street'}, 'longitude': '-0.131398'}"
london,over 34,Other ethnic group - Any other ethnic group,Male,Other,Stolen goods,"{'latitude': '51.512984', 'street': {'id': 956466, 'name': 'On or near Romilly Street'}, 'longitude': '-0.130680'}"
london,18-24,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.507133', 'street': {'id': 956297, 'name': 'On or near Victoria Embankment'}, 'longitude': '-0.121813'}"
london,10-17,Mixed/Multiple ethnic groups - White and Asian,Male,Asian,Controlled drugs,"{'latitude': '51.514988', 'street': {'id': 956533, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133380'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.501207', 'street': {'id': 953429, 'name': 'On or near Great George Street'}, 'longitude': '-0.128569'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,Black,Controlled drugs,"{'latitude': '51.515915', 'street': {'id': 956514, 'name': 'On or near Falconberg Mews'}, 'longitude': '-0.131209'}"
london,10-17,Asian/Asian British - Chinese,Male,Asian,Offensive weapons,"{'latitude': '51.513952', 'street': {'id': 956377, 'name': 'On or near Woodstock Street'}, 'longitude': '-0.146883'}"
london,over 34,Other ethnic group - Not stated,Male,White,Evidence of offences under the Act,"{'latitude': '51.501207', 'street': {'id': 953429, 'name': 'On or near Great George Street'}, 'longitude': '-0.128569'}"
london,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Black,Controlled drugs,"{'latitude': '51.508945', 'street': {'id': 956162, 'name': 'On or near Robert Street'}, 'longitude': '-0.122660'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.514988', 'street': {'id': 956533, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133380'}"
london,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.514746', 'street': {'id': 956489, 'name': 'On or near Manette Street'}, 'longitude': '-0.130637'}"
london,25-34,Other ethnic group - Not stated,Male,White,Offensive weapons,"{'latitude': '51.498782', 'street': {'id': 953337, 'name': 'On or near Wilfred Street'}, 'longitude': '-0.139503'}"
london,25-34,Other ethnic group - Not stated,Male,White,Offensive weapons,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,18-24,Other ethnic group - Not stated,Male,White,Evidence of offences under the Act,"{'latitude': '51.514132', 'street': {'id': 956464, 'name': 'On or near Royalty Mews'}, 'longitude': '-0.132723'}"
london,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.499400', 'street': {'id': 953260, 'name': 'On or near The Sanctuary'}, 'longitude': '-0.129162'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.509150', 'street': {'id': 956550, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.134959'}"
london,over 34,White - Any other White background,Female,White,Controlled drugs,"{'latitude': '51.496909', 'street': {'id': 953283, 'name': 'On or near Great Peter Street'}, 'longitude': '-0.129739'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,White,Controlled drugs,"{'latitude': '51.496909', 'street': {'id': 953283, 'name': 'On or near Great Peter Street'}, 'longitude': '-0.129739'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.503196', 'street': {'id': 953311, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}"
london,18-24,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.503196', 'street': {'id': 953311, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}"
london,25-34,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.503196', 'street': {'id': 953311, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.509583', 'street': {'id': 956204, 'name': 'On or near Adam Street'}, 'longitude': '-0.122101'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,over 34,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.512098', 'street': {'id': 956308, 'name': 'On or near Parking Area'}, 'longitude': '-0.139407'}"
london,18-24,White - Any other White background,Female,White,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.494853', 'street': {'id': 953415, 'name': 'On or near Horseferry Road'}, 'longitude': '-0.128829'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.511715', 'street': {'id': 956493, 'name': 'On or near Little Newport Street'}, 'longitude': '-0.128902'}"
london,,,,,Controlled drugs,"{'latitude': '51.507473', 'street': {'id': 956299, 'name': 'On or near Northumberland Street'}, 'longitude': '-0.125675'}"
london,25-34,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.507321', 'street': {'id': 956301, 'name': 'On or near Craven Street'}, 'longitude': '-0.124601'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Evidence of offences under the Act,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,10-17,Other ethnic group - Not stated,Male,White,Offensive weapons,"{'latitude': '51.513952', 'street': {'id': 956377, 'name': 'On or near Woodstock Street'}, 'longitude': '-0.146883'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.512098', 'street': {'id': 956308, 'name': 'On or near Parking Area'}, 'longitude': '-0.139407'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.497928', 'street': {'id': 953295, 'name': 'On or near Conference/Exhibition Centre'}, 'longitude': '-0.129366'}"
london,over 34,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.497928', 'street': {'id': 953295, 'name': 'On or near Conference/Exhibition Centre'}, 'longitude': '-0.129366'}"
london,over 34,Other ethnic group - Any other ethnic group,Male,White,Controlled drugs,"{'latitude': '51.506712', 'street': {'id': 956659, 'name': ""On or near Craig'S Court""}, 'longitude': '-0.126974'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.507133', 'street': {'id': 956297, 'name': 'On or near Victoria Embankment'}, 'longitude': '-0.121813'}"
london,25-34,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,25-34,White - Irish,Male,White,Controlled drugs,"{'latitude': '51.507980', 'street': {'id': 956296, 'name': 'On or near Villiers Street'}, 'longitude': '-0.123651'}"
london,25-34,Black/African/Caribbean/Black British - African,Male,Black,Offensive weapons,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.514132', 'street': {'id': 956464, 'name': 'On or near Royalty Mews'}, 'longitude': '-0.132723'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,Controlled drugs,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,over 34,White - Any other White background,Female,White,Controlled drugs,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,over 34,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.505904', 'street': {'id': 956703, 'name': 'On or near Piccadilly'}, 'longitude': '-0.144631'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.496304', 'street': {'id': 953281, 'name': 'On or near Greycoat Place'}, 'longitude': '-0.134648'}"
london,18-24,Other ethnic group - Not stated,Male,Other,Stolen goods,"{'latitude': '51.509427', 'street': {'id': 956853, 'name': 'On or near Farm Street'}, 'longitude': '-0.148465'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.496304', 'street': {'id': 953281, 'name': 'On or near Greycoat Place'}, 'longitude': '-0.134648'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.496304', 'street': {'id': 953281, 'name': 'On or near Greycoat Place'}, 'longitude': '-0.134648'}"
london,25-34,Other ethnic group - Not stated,Male,,Controlled drugs,"{'latitude': '51.497104', 'street': {'id': 953299, 'name': 'On or near Shopping Area'}, 'longitude': '-0.136358'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.513833', 'street': {'id': 956442, 'name': 'On or near Wardour Street'}, 'longitude': '-0.134292'}"
london,,,,,Controlled drugs,"{'latitude': '51.497511', 'street': {'id': 953351, 'name': 'On or near Bressenden Place'}, 'longitude': '-0.142191'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.495307', 'street': {'id': 953424, 'name': 'On or near Arneway Street'}, 'longitude': '-0.131908'}"
london,25-34,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.497511', 'street': {'id': 953351, 'name': 'On or near Bressenden Place'}, 'longitude': '-0.142191'}"
london,10-17,Black/African/Caribbean/Black British - Caribbean,Male,Black,Controlled drugs,"{'latitude': '51.514132', 'street': {'id': 956464, 'name': 'On or near Royalty Mews'}, 'longitude': '-0.132723'}"
london,over 34,Asian/Asian British - Pakistani,Male,Asian,Controlled drugs,"{'latitude': '51.513833', 'street': {'id': 956442, 'name': 'On or near Wardour Street'}, 'longitude': '-0.134292'}"
london,over 34,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.510437', 'street': {'id': 956159, 'name': 'On or near Savoy Court'}, 'longitude': '-0.120942'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.495307', 'street': {'id': 953424, 'name': 'On or near Arneway Street'}, 'longitude': '-0.131908'}"
london,25-34,Black/African/Caribbean/Black British - African,Male,Other,Stolen goods,"{'latitude': '51.511624', 'street': {'id': 956541, 'name': 'On or near Archer Street'}, 'longitude': '-0.133878'}"
london,over 34,Other ethnic group - Any other ethnic group,Male,White,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,,,,,Controlled drugs,"{'latitude': '51.507321', 'street': {'id': 956301, 'name': 'On or near Craven Street'}, 'longitude': '-0.124601'}"
london,18-24,Black/African/Caribbean/Black British - African,Male,Other,Controlled drugs,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,18-24,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.498782', 'street': {'id': 953337, 'name': 'On or near Wilfred Street'}, 'longitude': '-0.139503'}"
london,25-34,Other ethnic group - Any other ethnic group,Male,Asian,Controlled drugs,"{'latitude': '51.507613', 'street': {'id': 956646, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.127701'}"
london,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Black,Stolen goods,"{'latitude': '51.507657', 'street': {'id': 956660, 'name': 'On or near Cockspur Street'}, 'longitude': '-0.129890'}"
london,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Asian,Controlled drugs,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,10-17,Other ethnic group - Not stated,Male,Other,Evidence of offences under the Act,"{'latitude': '51.513833', 'street': {'id': 956442, 'name': 'On or near Wardour Street'}, 'longitude': '-0.134292'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.496909', 'street': {'id': 953283, 'name': 'On or near Great Peter Street'}, 'longitude': '-0.129739'}"
london,10-17,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,18-24,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.513664', 'street': {'id': 956513, 'name': 'On or near Frith Street'}, 'longitude': '-0.131575'}"
london,25-34,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.506585', 'street': {'id': 956675, 'name': ""On or near St James'S Street""}, 'longitude': '-0.139387'}"
london,25-34,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.507473', 'street': {'id': 956299, 'name': 'On or near Northumberland Street'}, 'longitude': '-0.125675'}"
london,over 34,Other ethnic group - Not stated,Male,Other,Controlled drugs,"{'latitude': '51.507473', 'street': {'id': 956299, 'name': 'On or near Northumberland Street'}, 'longitude': '-0.125675'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.507473', 'street': {'id': 956299, 'name': 'On or near Northumberland Street'}, 'longitude': '-0.125675'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.507473', 'street': {'id': 956299, 'name': 'On or near Northumberland Street'}, 'longitude': '-0.125675'}"
london,18-24,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.507473', 'street': {'id': 956299, 'name': 'On or near Northumberland Street'}, 'longitude': '-0.125675'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.507473', 'street': {'id': 956299, 'name': 'On or near Northumberland Street'}, 'longitude': '-0.125675'}"
london,over 34,Asian/Asian British - Pakistani,,Asian,Controlled drugs,"{'latitude': '51.503196', 'street': {'id': 953311, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}"
